Orland III(NOR-,--,NO ,ENOL, 63.70,   9.60
Orsta-Volda/Hov,--,NO ,ENOV, 62.18,   6.07
Moirana        ,--,NO ,ENRA, 66.37,  14.30
Rorvik/Ryum    ,--,NO ,ENRM, 64.85,  11.23
Roros Airport  ,--,NO ,ENRO, 62.58,  11.35
Rost (NOR-AFB) ,--,NO ,ENRS, 67.52,  12.10
Rygge (NOR-AFB),--,NO ,ENRY, 59.38,  10.78
Svalbard/Longye,--,NO ,ENSB, 78.25,  15.47
Sandane/Anda   ,--,NO ,ENSD, 61.83,   6.12
Sogndal/Haukase,--,NO ,ENSG, 61.15,   7.13
Svolvaer/Helle ,--,NO ,ENSH, 68.25,  14.67
Storkmarknes/Sk,--,NO ,ENSK, 68.58,  15.02
Skien/Geiterygg,--,NO ,ENSN, 59.18,   9.57
Stord/Soerstokk,--,NO ,ENSO, 59.80,   5.35
Sorkjosen      ,--,NO ,ENSR, 69.78,  20.97
Svartnes       ,--,NO ,ENSS, 70.35,  31.05
Sandnessjoen/St,--,NO ,ENST, 65.97,  12.47
Tromso/Langnes ,--,NO ,ENTC, 69.68,  18.92
Torp (CIV/NOR-A,--,NO ,ENTO, 59.20,  10.27
Trondheim/Vaern,--,NO ,ENVA, 63.47,  10.93
Vadso          ,--,NO ,ENVD, 70.07,  29.85
Stavanger/Sola ,--,NO ,ENZV, 58.88,   5.63
Gdansk/Rebiecho,--,PL ,EPGD, 54.38,  18.47
Krakow/Balice  ,--,PL ,EPKK, 50.08,  19.80
Koszalin       ,--,PL ,EPKO, 54.20,  16.15
Katowice/Pyrzow,--,PL ,EPKT, 50.23,  19.03
Poznan/Lawica  ,--,PL ,EPPO, 52.42,  16.83
Rzeszow/Jasionk,--,PL ,EPRZ, 50.10,  22.05
Szczecin/Goleni,--,PL ,EPSC, 53.40,  14.62
Slupsk         ,--,PL ,EPSK, 54.47,  17.02
Warsaw/Okecie  ,--,PL ,EPWA, 52.17,  20.97
Wroclaw/Stracho,--,PL ,EPWR, 51.10,  16.88
Zielona Gora   ,--,PL ,EPZG, 51.93,  15.53
Linkoping / Mal,--,SN ,ESCF, 58.40,  15.52
Soderhamn (SWE-,--,SN ,ESCL, 61.27,  17.10
Uppsala        ,--,SN ,ESCM, 59.88,  17.60
Ljungbyhed(SWE-,--,SN ,ESDA, 56.08,  13.23
Angelholm (SWE-,--,SN ,ESDB, 56.30,  12.85
Ronneby (SWE-AF,--,SN ,ESDF, 56.27,  15.28
Goteborg/Landve,--,SN ,ESGG, 57.67,  12.30
Jonkoping Airpo,--,SN ,ESGJ, 57.77,  14.08
Goteborg/Save  ,--,SN ,ESGP, 57.78,  11.88
Skovde Airport ,--,SN ,ESGR, 58.45,  13.97
Trollhattan (PV,--,SN ,ESGT, 58.32,  12.35
Satenas        ,--,SN ,ESIB, 58.43,  12.70
Siljan/Mora    ,--,SN ,ESKM, 60.97,  14.52
Skavasta/Stockh,--,SN ,ESKN, 58.78,  16.92
Kristianstad/Ev,--,SN ,ESMK, 55.92,  14.08
Kalmar         ,--,SN ,ESMQ, 56.73,  16.30
Malmo/Sturup   ,--,SN ,ESMS, 55.55,  13.37
Halmstad (SWE-A,--,SN ,ESMT, 56.68,  12.83
Hagshult       ,--,SN ,ESMV, 57.30,  14.13
Vaxjo/Kronoberg,--,SN ,ESMX, 56.93,  14.73
Gallivare (priv,--,SN ,ESNG, 67.15,  20.65
Jokkmokk       ,--,SN ,ESNJ, 66.63,  19.65
Kramfors (SWE-A,--,SN ,ESNK, 63.05,  17.77
Sundsvall/Harno,--,SN ,ESNN, 62.53,  17.45
Ornskoldsvik Ar,--,SN ,ESNO, 63.40,  18.97
Kiruna Airport ,--,SN ,ESNQ, 67.82,  20.33
Skelleftea Airp,--,SN ,ESNS, 64.63,  21.08
Umea Airport   ,--,SN ,ESNU, 63.80,  20.28
Orebro (private,--,SN ,ESOE, 59.23,  15.05
Vasteras/Hasslo,--,SN ,ESOW, 59.58,  16.63
Kallax/Lulea (A,--,SN ,ESPA, 65.55,  22.13
Ostersund/Froso,--,SN ,ESPC, 63.18,  14.50
Gunnarn        ,--,SN ,ESPD, 64.97,  17.70
Vidsel         ,--,SN ,ESPE, 65.87,  20.13
Stockholm/Arlan,--,SN ,ESSA, 59.65,  17.95
Stockholm/Bromm,--,SN ,ESSB, 59.35,  17.95
Borlange (SWE-A,--,SN ,ESSD, 60.43,  15.52
Hultsfred (SWE-,--,SN ,ESSF, 57.52,  15.83
Gavle/Sandviken,--,SN ,ESSK, 60.60,  16.95
Linkoping/Saab ,--,SN ,ESSL, 58.40,  15.68
Norrkoping/Kung,--,SN ,ESSP, 58.58,  16.15
Karlstadt Airpo,--,SN ,ESSQ, 59.37,  13.47
Visby Airport  ,--,SN ,ESSV, 57.67,  18.35
Bitburg AB (USA,--,DL ,ETAB, 49.93,  -6.57
Spangdahlem (US,--,DL ,ETAD, 49.98,   6.70
Ramstein (USAFB,--,DL ,ETAR, 49.43,   7.60
Sembach (USAFB),--,DL ,ETAS, 49.50,   7.87
Aachen / Merzbr,--,DL ,ETBA, 50.82,   6.18
Berlin/Schonefe,--,DL ,ETBS, 52.38,  13.52
Mebstetten/Albs,--,DL ,ETCE, 50.12,   9.12
Katterbach (USA,--,DL ,ETEB, 49.32,  10.63
Bad Kreuznach A,--,DL ,ETEH, 49.85,   7.88
Giebelstadt(USA,--,DL ,ETEU, 49.65,   9.97
Bergen (MIL)   ,--,DL ,ETGB, 52.82,   9.93
Meierwik       ,--,DL ,ETGG, 54.83,   9.50
Idar-Oberstein ,--,DL ,ETGI, 49.70,   7.33
Kuemmersbruck  ,--,DL ,ETGK, 49.43,  11.90
Meppen         ,--,DL ,ETGM, 52.72,   7.32
Wittstock      ,--,DL ,ETGW, 53.20,  12.52
Kalkar (MIL COM,--,DL ,ETGY, 51.75,   6.28
Messstetten    ,--,DL ,ETGZ, 48.18,   9.00
Altenstadt     ,--,DL ,ETHA, 47.83,  10.87
Buckeburg(GER-A,--,DL ,ETHB, 52.28,   9.08
Celle (GER-ARMY,--,DL ,ETHC, 52.60,  10.02
Rheine/Bentlage,--,DL ,ETHE, 52.30,   7.38
Fritzlar (GER-A,--,DL ,ETHF, 51.13,   9.28
Itzehoe (GER-AR,--,DL ,ETHI, 54.00,   9.58
Laupheim (GER-A,--,DL ,ETHL, 48.22,   9.92
Mendig (GER-ARM,--,DL ,ETHM, 50.37,   7.32
Niederstetten  ,--,DL ,ETHN, 49.40,   9.97
Roth (GER-ARMY),--,DL ,ETHR, 49.22,  11.10
Fassberg (GER-A,--,DL ,ETHS, 52.92,  10.18
Cottbus (Flugpl,--,DL ,ETHT, 51.77,  14.30
Grafenwohr (USA,--,DL ,ETIC, 49.70,  11.95
Hanau (USA-AF) ,--,DL ,ETID, 50.17,   8.97
Heidelberg (USA,--,DL ,ETIE, 49.40,   8.65
Hohenfels (USA-,--,DL ,ETIH, 49.22,  11.83
Illesheim (USA-,--,DL ,ETIK, 49.47,  10.38
Kitzingen USA \,--,DL ,ETIN, 49.75,  10.20
Eggebek (GER-NA,--,DL ,ETME, 54.63,   9.35
Kiel-Holtenau  ,--,DL ,ETMK, 54.38,  10.15
Nordholz (GER-N,--,DL ,ETMN, 53.77,   8.67
Diepholz (GER-A,--,DL ,ETND, 52.58,   8.35
Geilenkirchen(N,--,DL ,ETNG, 50.97,   6.05
Hohn (GER-AFB) ,--,DL ,ETNH, 54.32,   9.53
Jever (GER-AFB),--,DL ,ETNJ, 53.53,   7.88
Laage          ,--,DL ,ETNL, 53.92,  12.28
Noervenich (GAF,--,DL ,ETNN, 50.83,   6.67
Hopsten (GER-AF,--,DL ,ETNP, 52.33,   7.55
Preschen       ,--,DL ,ETNR, 51.67,  14.63
Schleswig(GER-N,--,DL ,ETNS, 54.47,   9.52
Wittmundhaven(G,--,DL ,ETNT, 53.55,   7.67
Trollenhagen   ,--,DL ,ETNU, 53.60,  13.32
Wunstorf (GER-A,--,DL ,ETNW, 52.45,   9.43
Coleman (USA-AF,--,DL ,ETOR, 49.57,   8.47
Wiesbaden (USA-,--,DL ,ETOU, 50.05,   8.33
Landsberg (GER-,--,DL ,ETSA, 48.07,  10.90
Buechel        ,--,DL ,ETSB, 50.17,   7.07
Erding (GER-AFB,--,DL ,ETSE, 48.32,  11.95
Fuerstenfeldbru,--,DL ,ETSF, 48.20,  11.27
Holzdorf       ,--,DL ,ETSH, 51.77,  13.18
Ingolstadt(GER-,--,DL ,ETSI, 48.72,  11.53
Lechfeld (GER-A,--,DL ,ETSL, 48.18,  10.87
Memmingen (GER-,--,DL ,ETSM, 47.98,  10.23
Nueburg/Donau  ,--,DL ,ETSN, 48.72,  11.22
Pferdsfeld (GER,--,DL ,ETSP, 49.85,   7.60
Laarbruch (RAF),--,DL ,ETUL, 51.60,   6.15
Nordhorn Range ,--,DL ,ETUN, 52.45,   7.17
Gutersloh (RAF),--,DL ,ETUO, 51.92,   8.30
Bruggen (RAF)  ,--,DL ,ETUR, 51.20,   6.13
Riga Airport   ,LE,BY ,EVRA, 56.92,  23.97
Vilnius Intl   ,MI,BY ,EYVI, 54.63,  25.28
Alexander Bay  ,--,ZA ,FAAB,-28.57,  16.53
Aliwal North   ,--,ZA ,FAAN,-30.72,  26.72
Bisho Airport  ,--,ZA ,FABE,-32.83,  27.45
Bloemfontein/He,--,ZA ,FABL,-29.10,  26.30
Bethlehem Airpo,--,ZA ,FABM,-28.25,  28.33
Beaufort West  ,--,ZA ,FABY,-32.35,  22.58
Carolina       ,--,ZA ,FACL,-26.07,  30.12
Capetown/Df Mal,--,ZA ,FACT,-33.98,  18.60
Calvinia (MET) ,--,ZA ,FACV,-31.47,  19.77
De Aar         ,--,ZA ,FADA,-30.65,  24.02
Durban/Louis Bo,--,ZA ,FADN,-29.97,  30.95
Deaar(UA)      ,--,ZA ,FADY,-30.67,  24.02
East London/Sch,--,ZA ,FAEL,-33.03,  27.83
Ermelo         ,--,ZA ,FAEO,-26.50,  29.98
Ellisras       ,--,ZA ,FAER,-23.68,  27.70
Frankfort      ,--,ZA ,FAFF,-27.27,  28.50
Fraserburg     ,--,ZA ,FAFR,-31.92,  21.52
Gobabis        ,--,NM ,FAGB,-22.47,  18.97
Gough Island   ,--,ZA ,FAGE,-40.35,  -9.88
George/P. W. Bo,--,ZA ,FAGG,-34.00,  22.38
Johannesburg / ,--,ZA ,FAGM,-26.25,  28.00
Graaff Reinet  ,--,ZA ,FAGR,-32.25,  24.53
Hoedspruit (SAA,--,ZA ,FAHS,-24.37,  31.03
Pretoria/Irene ,--,ZA ,FAIR,-25.92,  28.22
Jan Smuts      ,--,ZA ,FAJS,-26.13,  28.23
Kimberley/Bj Vo,--,ZA ,FAKM,-28.80,  24.77
Lanseria Civ / ,--,ZA ,FALA,-25.93,  27.93
Lichtenburg    ,--,ZA ,FALT,-26.18,  26.18
Langebaanweg (S,--,ZA ,FALW,-32.97,  18.17
Ladysmith      ,--,ZA ,FALY,-28.57,  29.77
Middelburg     ,--,ZA ,FAMB,-31.48,  25.03
Marion Island  ,--,ZA ,FAME,-46.88,  37.87
Margate        ,--,ZA ,FAMG,-30.85,  30.35
Mmabatho Intl A,--,ZA ,FAMM,-25.78,  25.53
Mossel Bay Cape,--,ZA ,FAMO,-34.18,  22.15
Newcastle      ,--,ZA ,FANC,-27.78,  29.98
Nelspruit      ,--,ZA ,FANS,-25.43,  30.98
Overberg       ,--,ZA ,FAOB,-34.60,  20.28
Oudtshoorn     ,--,ZA ,FAOH,-33.57,  22.22
Pietersburg (SA,--,ZA ,FAPB,-23.87,  29.45
Port Elizabeth ,--,ZA ,FAPE,-33.98,  25.60
Phalaborwa(priv,--,ZA ,FAPH,-23.93,  31.15
Pietersburg Civ,--,ZA ,FAPI,-23.90,  29.47
Port St Johns  ,--,ZA ,FAPJ,-31.63,  29.55
Pietermaritzbur,--,ZA ,FAPM,-29.65,  30.40
Pretoria (MET) ,--,ZA ,FAPR,-25.73,  28.18
Potchefstroom A,--,ZA ,FAPS,-26.73,  27.07
Queenstown     ,--,ZA ,FAQT,-31.90,  26.87
Richard's Bay  ,--,ZA ,FARB,-28.80,  32.10
Springbok      ,--,ZA ,FASB,-29.67,  17.87
Tristan Da Cunh,--,ZA ,FATC,-37.05, -12.32
Tzaneen        ,--,ZA ,FATZ,-23.82,  30.33
Ulundi         ,--,ZA ,FAUL,-28.30,  31.42
Upington/Pierre,--,ZA ,FAUP,-28.40,  21.27
Umtata/Kd Matan,--,ZA ,FAUT,-31.53,  28.67
Vryburg        ,--,ZA ,FAVB,-26.95,  24.63
Vredendal      ,--,ZA ,FAVR,-31.67,  18.50
Vryheid        ,--,ZA ,FAVY,-27.78,  30.80
Wonderboom / Pr,--,ZA ,FAWB,-25.65,  28.22
Waterkloof Lmb ,--,ZA ,FAWK,-25.83,  28.22
Welkom         ,--,ZA ,FAWM,-28.00,  26.67
Windhoek       ,--,NM ,FAWW,-22.57,  17.10
Francistown    ,--,BC ,FBFT,-21.22,  27.50
Ghanzi         ,--,BC ,FBGZ,-21.70,  21.65
Jwaneng (privat,--,BC ,FBJW,-24.60,  24.67
Kasane         ,--,BC ,FBKE,-17.82,  25.15
Letlhakane     ,--,BC ,FBLT,-21.42,  25.60
Maun           ,--,BC ,FBMN,-19.98,  23.42
Sir Seretse Kha,--,BC ,FBSK,-24.22,  25.92
Sua-Pan        ,--,BC ,FBSN,-20.47,  25.98
Shakawe        ,--,BC ,FBSW,-18.37,  21.85
Tshane         ,--,BC ,FBTE,-24.02,  21.88
Tsabong        ,--,BC ,FBTS,-26.05,  22.45
Brazzaville/May,--,CG ,FCBB, -4.25,  15.25
Djambala       ,--,CG ,FCBD, -2.53,  14.77
Mouyondzi      ,--,CG ,FCBM, -3.98,  13.92
M'Pouya        ,--,CG ,FCBO, -2.62,  16.22
Sibiti         ,--,CG ,FCBS, -3.68,  13.35
Gamboma        ,--,CG ,FCOG, -1.87,  15.87
Impfondo       ,--,CG ,FCOI,  1.62,  18.07
Makoua         ,--,CG ,FCOM, -0.02,  15.58
Souanke        ,--,CG ,FCOS,  2.07,  14.13
Ouesso         ,--,CG ,FCOU,  1.62,  16.05
Makabana       ,--,CG ,FCPA, -3.48,  12.62
Loubomo        ,--,CG ,FCPL, -4.20,  12.70
Pointe-Noire   ,--,CG ,FCPP, -4.82,  11.90
Manzini/Matsapa,--,SV ,FDMS,-26.53,  31.30
Alindao        ,--,CE ,FEFA,  5.05,  21.20
Obo            ,--,CE ,FEFB,  5.40,  26.50
Bangui/M'Poko  ,--,CE ,FEFF,  4.40,  18.52
Bangassou      ,--,CE ,FEFG,  4.73,  22.83
Birao          ,--,CE ,FEFI, 10.28,  22.78
Bossembele     ,--,CE ,FEFL,  5.27,  17.63
Bambari        ,--,CE ,FEFM,  5.85,  20.65
N'Dele         ,--,CE ,FEFN,  8.40,  20.65
Bouar          ,--,CE ,FEFO,  5.97,  15.63
Bria           ,--,CE ,FEFR,  6.53,  21.98
Bossangoa      ,--,CE ,FEFS,  6.48,  17.43
Berberati      ,--,CE ,FEFT,  4.25,  15.80
Yalinga        ,--,CE ,FEFY,  6.50,  23.27
Wide Awake Fiel,--,AI ,FHAW, -7.97, -14.40
Plaisance      ,--,MA ,FIMP,-20.43,  57.67
Rodrigues      ,--,MA ,FIMR,-19.68,  63.42
Diego Garcia   ,--,BT ,FJDG, -7.30,  72.40
Banyo          ,--,CM ,FKAB,  6.78,  11.82
Abong-Mbang    ,--,CM ,FKAG,  3.97,  13.20
Lomie          ,--,CM ,FKAL,  3.15,  13.62
Meiganga       ,--,CM ,FKAM,  6.53,  14.37
Nkongsamba     ,--,CM ,FKAN,  4.95,   9.93
Betare-Oya     ,--,CM ,FKAO,  5.60,  14.07
Yoko           ,--,CM ,FKAY,  5.55,  12.37
Maroua-Salak   ,--,CM ,FKKA, 10.45,  14.25
Kribi          ,--,CM ,FKKB,  2.95,   9.90
Tiko           ,--,CM ,FKKC,  4.08,   9.37
Douala Obs.    ,--,CM ,FKKD,  4.00,   9.73
Mamfe          ,--,CM ,FKKF,  5.72,   9.28
Batouri        ,--,CM ,FKKI,  4.47,  14.37
Koundja        ,--,CM ,FKKM,  5.65,  10.75
Ngaoundere     ,--,CM ,FKKN,  7.35,  13.57
Garoua         ,--,CM ,FKKR,  9.33,  13.38
Bamenda        ,--,CM ,FKKV,  6.05,  10.12
Younde II      ,--,CM ,FKKY,  3.83,  11.53
Yaounde        ,--,CM ,FKYS,  3.83,  11.52
Mbala          ,--,ZB ,FLBA, -8.85,  31.33
Choma          ,--,ZB ,FLCH,-16.83,  27.07
Chipata        ,--,ZB ,FLCP,-13.55,  32.58
Isoka          ,--,ZB ,FLIK,-10.12,  32.63
Kawambwa       ,--,ZB ,FLKB, -9.80,  29.08
Kaoma          ,--,ZB ,FLKO,-14.80,  24.80
Kasama         ,--,ZB ,FLKS,-10.22,  31.13
Kabwe          ,--,ZB ,FLKW,-14.45,  28.47
Lusaka City Air,--,ZB ,FLLC,-14.45,  28.47
Lundazi        ,--,ZB ,FLLD,-12.28,  33.20
Livingstone    ,--,ZB ,FLLI,-17.82,  25.82
Lusaka (MIL/CIV,--,ZB ,FLLS,-15.32,  28.45
Mansa          ,--,ZB ,FLMA,-11.10,  28.85
Mongu          ,--,ZB ,FLMG,-15.25,  23.15
Mpika          ,--,ZB ,FLMP,-11.90,  31.43
Mwinilunga     ,--,ZB ,FLMW,-11.75,  24.43
Ndola          ,--,ZB ,FLND,-13.00,  28.65
Kasempa        ,--,ZB ,FLPA,-13.53,  25.85
Petauke        ,--,ZB ,FLPE,-14.25,  31.28
Kabompo        ,--,ZB ,FLPO,-13.60,  24.20
Serenje        ,--,ZB ,FLSE,-13.23,  30.22
Senanga        ,--,ZB ,FLSN,-16.10,  23.27
Sesheke        ,--,ZB ,FLSS,-17.47,  24.30
Solwezi        ,--,ZB ,FLSW,-12.18,  26.38
Zambezi        ,--,ZB ,FLZB,-13.53,  23.12
Hahaya Internat,--,IC ,FMCH,-11.53,  43.27
Ouani Anjouan  ,--,IC ,FMCV,-12.12,  44.43
Dzaoudzi/Pamanz,--,IC ,FMCZ,-12.80,  45.28
St. Denis/Gillo,--,RE ,FMEE,-20.88,  55.52
Saint-Pierre Re,--,UK ,FMEP,-21.33,  55.48
Antsirabe      ,--,MG ,FMME,-19.82,  47.07
Mahanoro       ,--,MG ,FMMH,-19.83,  48.80
Antananarivo/IV,--,MG ,FMMI,-18.80,  47.48
Maintirano     ,--,MG ,FMMO,-18.05,  44.03
Sainte-Marie Ae,--,MG ,FMMS,-17.08,  49.82
Tamatave/Toamas,--,MG ,FMMT,-18.12,  49.40
Morondava      ,--,MG ,FMMV,-20.28,  44.32
Diego-Suarez   ,--,MG ,FMNA,-12.35,  49.30
Andapa         ,--,MG ,FMND,-14.65,  49.62
Antalaha       ,--,MG ,FMNH,-14.88,  50.25
Analalava      ,--,MG ,FMNL,-14.63,  47.77
Majunga/Mahajan,--,MG ,FMNM,-15.67,  46.35
Fascene Nossi-B,--,MG ,FMNN,-13.32,  48.32
Besalampy      ,--,MG ,FMNQ,-16.75,  44.48
Sambava        ,--,MG ,FMNS,-14.28,  50.17
Vohemar        ,--,MG ,FMNV,-13.37,  50.00
Fort-Dauphin   ,--,MG ,FMSD,-25.03,  46.95
Fianarantsoa   ,--,MG ,FMSF,-21.45,  47.10
Farafangana    ,--,MG ,FMSG,-22.80,  47.83
Mananjary      ,--,MG ,FMSM,-21.20,  48.37
Ranohira       ,--,MG ,FMSO,-22.55,  45.40
Morombe        ,--,MG ,FMSR,-21.75,  43.37
Tulear         ,--,MG ,FMST,-23.38,  43.73
Monbaca Benguel,--,AN ,FNBG,-12.58,  13.42
Cabinda        ,--,AN ,FNCA, -5.55,  12.18
Huambo Nova Lis,--,AN ,FNHU,-12.80,  15.75
Bie Silva Porto,--,AN ,FNKU,-12.38,  16.95
Luanda         ,--,AN ,FNLU, -8.85,  13.23
Mouila         ,--,GO ,FOGM, -1.87,  11.02
Lambarene      ,--,GO ,FOGR, -0.72,  10.23
Bitam          ,--,GO ,FOOB,  2.08,  11.48
Cocobeach      ,--,GO ,FOOC,  1.00,   9.60
Moanda         ,--,GO ,FOOD, -1.53,  13.27
Mekambo        ,--,GO ,FOOE,  1.02,  13.93
Port Gentil    ,--,GO ,FOOG, -0.70,   8.75
Makokou        ,--,GO ,FOOK,  0.57,  12.87
Libreville/Leon,--,GO ,FOOL,  0.45,   9.42
Mitzic         ,--,GO ,FOOM,  0.78,  11.53
Franceville/Mve,--,GO ,FOON, -1.65,  13.43
Lastoursville  ,--,GO ,FOOR, -0.83,  12.72
Tchibanga      ,--,GO ,FOOT, -2.85,  11.02
Mayumba        ,--,GO ,FOOY, -3.42,  10.65
Principe       ,--,UK ,FPPR,  1.65,   7.42
S. Tome        ,--,UK ,FPST,  0.38,   6.72
Beira          ,--,MZ ,FQBR,-19.80,  34.90
Cuamba         ,--,MZ ,FQCB,-14.82,  36.53
Chimoio        ,--,MZ ,FQCH,-19.12,  33.47
Inhambane      ,--,MZ ,FQIN,-23.87,  35.38
Lichinga       ,--,MZ ,FQLC,-13.28,  35.25
Lumbo          ,--,MZ ,FQLU,-15.03,  40.67
Maputo/Mavalane,--,MZ ,FQMA,-25.92,  32.57
Mocimboa Da Pra,--,MZ ,FQMP,-11.35,  40.37
Nampula        ,--,MZ ,FQNP,-15.10,  39.28
Pemba          ,--,MZ ,FQPB,-12.97,  40.50
Quelimane      ,--,MZ ,FQQL,-17.88,  36.88
Tete           ,--,MZ ,FQTE,-16.18,  33.58
Tete / Chingozi,--,MZ ,FQTT,-16.10,  33.63
Vilanculos     ,--,MZ ,FQVL,-22.00,  35.32
Xai Xai        ,--,MZ ,FQXA,-25.05,  33.63
Seychelles Intl,--,SC ,FSIA, -4.67,  55.52
Seychelles Inte,--,SC ,FSSS, -4.68,  55.53
Sarh           ,--,CD ,FTTA,  9.15,  18.38
Abeche         ,--,CD ,FTTC, 13.85,  20.85
Moundou        ,--,CD ,FTTD,  8.62,  16.07
Ndjamena (CIV/M,--,CD ,FTTJ, 12.13,  15.03
Bol-Berim      ,--,CD ,FTTL, 13.43,  14.73
Am-Timan       ,--,CD ,FTTN, 11.03,  20.28
Pala           ,--,CD ,FTTP,  9.37,  14.92
Faya           ,--,CD ,FTTY, 18.00,  19.17
Beitbridge     ,--,ZW ,FVBB,-22.22,  30.00
Binga          ,--,ZW ,FVBI,-17.62,  27.33
Bulawayo/Woodva,--,ZW ,FVBU,-20.02,  28.62
Chipinge       ,--,ZW ,FVCH,-20.20,  32.62
Chiredzi/Buffal,--,ZW ,FVCZ,-21.02,  31.58
Victoria Falls ,--,ZW ,FVFA,-18.10,  25.85
Gokwe          ,--,ZW ,FVGO,-18.22,  28.93
Harare/Kutsaga ,--,ZW ,FVHA,-17.92,  31.13
Karoi          ,--,ZW ,FVKA,-16.83,  29.62
Kariba         ,--,ZW ,FVKB,-16.52,  28.88
Mutoko         ,--,ZW ,FVMT,-17.42,  32.22
Masvingo       ,--,ZW ,FVMV,-20.07,  30.87
Rusape         ,--,ZW ,FVRU,-18.53,  32.13
Gweru/Thornhill,--,ZW ,FVTL,-19.45,  29.85
Hwange Natl. Pa,--,ZW ,FVWN,-18.63,  27.00
Chileka Intl Ar,--,MW ,FWCL,-15.68,  34.97
Chitipa        ,--,MW ,FWCT, -9.70,  33.27
Dedza          ,--,MW ,FWDZ,-14.32,  34.27
Karonga        ,--,MW ,FWKA, -9.95,  33.88
Lilongwe Intern,--,MW ,FWKI,-13.78,  33.77
Nkhota Kota    ,--,MW ,FWKK,-12.92,  34.27
Mangochi       ,--,MW ,FWMG,-14.43,  35.25
Monkey Bay     ,--,MW ,FWMY,-14.08,  34.92
Mzimba         ,--,MW ,FWMZ,-11.88,  33.62
Salima         ,--,MW ,FWSM,-13.75,  34.58
Mzuzu          ,--,MW ,FWUU,-11.45,  34.02
Maseru/Moshoesh,--,LS ,FXMM,-29.45,  27.55
Maseru-Mia     ,--,LS ,FXMU,-29.45,  27.55
Grootfontein   ,--,NM ,FYGF,-19.60,  18.12
Keetmanshoop   ,--,NP ,FYKT,-26.53,  18.12
Luderitz / Diaz,--,NM ,FYLZ,-26.68,  15.25
Rooikop (SAAF/C,--,NM ,FYRK,-22.98,  14.65
Rundu (MIL/CIV),--,NM ,FYRU,-17.92,  19.77
Walvis Bay (LGT,--,NM ,FYWB,-22.88,  14.43
J. G. Strijdom ,--,NM ,FYWH,-22.48,  17.47
Windhoek/Eros(S,--,NM ,FYWW,-22.57,  17.10
Kinshasa/N'Djil,--,ZR ,FZAA, -4.38,  15.43
Moanda         ,--,ZR ,FZAG, -6.00,  12.42
Matadi         ,--,ZR ,FZAM, -5.80,  13.43
Inga           ,--,ZR ,FZAN, -5.52,  13.58
Inongo         ,--,ZR ,FZBA, -1.97,  18.27
Bandundu       ,--,ZR ,FZBO, -3.30,  17.35
Kikwit         ,--,ZR ,FZCA, -5.03,  18.80
Kenge          ,--,ZR ,FZCS, -4.92,  17.07
Mbandaka       ,--,ZR ,FZEA,  0.05,  18.27
Gemena         ,--,ZR ,FZFK,  3.28,  19.78
Boende         ,--,ZR ,FZGN, -0.22,  20.85
Kisangani      ,--,ZR ,FZIA,  0.52,  25.18
Butembo        ,--,ZR ,FZMB,  0.13,  29.27
Goma           ,--,ZR ,FZNA, -1.68,  29.23
Rutshuru       ,--,ZR ,FZNC, -1.18,  29.45
Kindu          ,--,ZR ,FZOA, -2.95,  25.92
Lubumbashi-Luan,--,ZR ,FZQA,-11.67,  27.48
Kolwezi        ,--,ZR ,FZQM,-10.72,  25.45
Manono         ,--,ZR ,FZRA, -7.28,  27.43
Kalemie        ,--,ZR ,FZRF, -5.88,  29.18
Kongolo        ,--,ZR ,FZRQ, -5.35,  27.00
Kamina / Base  ,--,ZR ,FZSA, -8.63,  25.25
Kananga        ,--,ZR ,FZUA, -5.88,  22.42
Tshikapa       ,--,ZR ,FZUK, -6.42,  20.85
Lodja          ,--,ZR ,FZVA, -3.48,  23.47
Lusambo        ,--,ZR ,FZVI, -4.97,  23.43
Ilebo          ,--,ZR ,FZVS, -4.33,  20.58
Mbuji-Mayi     ,--,ZR ,FZWA, -6.17,  23.62
Bougouni       ,--,MI ,GABG, 11.42,  -7.50
Bamako/Senou (M,--,MI ,GABS, 12.53,  -7.95
Gao            ,--,MI ,GAGO, 16.27,  -0.05
Hombori        ,--,MI ,GAHB, 15.33,  -1.68
Kenieba        ,--,MI ,GAKA, 12.85, -11.23
Kidal          ,--,MI ,GAKL, 18.43,   1.35
Koutiala       ,--,MI ,GAKO, 12.38,  -5.47
Kita           ,--,MI ,GAKT, 13.07,  -9.47
Kayes          ,--,MI ,GAKY, 14.43, -11.43
Mopti          ,--,MI ,GAMB, 14.52,  -4.10
Menaka         ,--,MI ,GAMK, 15.87,   2.22
Nara           ,--,MI ,GANK, 15.17,  -7.28
Nioro Du Sahel ,--,MI ,GANR, 15.23,  -9.35
Segou          ,--,MI ,GASG, 13.40,  -6.15
San            ,--,MI ,GASN, 13.33,  -4.83
Tombouctou     ,--,MI ,GATB, 16.72,  -3.00
Tessalit       ,--,MI ,GATS, 20.20,   0.98
Banjul/Yundum I,--,GB ,GBYD, 13.35, -16.80
Fuerteventura A,--,CR ,GCFV, 28.45, -13.87
Hierro Airport ,--,CR ,GCHI, 27.82, -17.88
La Palma Airpor,--,CR ,GCLA, 28.62, -17.75
Las Palmas/Gand,--,CR ,GCLP, 27.93, -15.38
Arrecife/Lanzar,--,CR ,GCRR, 28.95, -13.60
Tenerife Sur/Re,--,CR ,GCTS, 28.05, -16.57
Tenerife/Los Ro,--,CR ,GCXO, 28.48, -16.33
